Who ^whp+who+++=Who
. ^zz++++=EXTRAWORD
The ^ati++++=The
only ^ap+down+++=only
thing ^nn++++=thing
you ^pp2+pp2+++=you
carry ^vb++++=carry
is ^vbz+bez+vrb++=is
our ^pp$+pp1+++=our
hope ^nn++++=hope
for ^in++++=for
a ^at++++=a
better ^jjr+atrb+++=better
tomorrow ^nr+tm+++=tomorrow.
. ^zz++++=EXTRAWORD
Bernie ^np+++??+=Bernie,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
just ^rb+emph+++=just
forwarded ^vwbn+++xvbn+=forwarded
you ^pp2+pp2+++=you
a ^at++++=a
list ^nn++++=list
of ^in++++=of
the ^ati++++=the
top ^jjb++++=top
five ^cd++++=five
lactation ^nn+nom+++=lactation
consultants ^nns+nom+++=consultants
in ^in++++=in
Los ^np+++??+=Los
Angeles ^np+++??+=Angeles.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
my ^pp$+pp1+++=my
favourite ^jjb++++=favourite,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
d ^zz++++=d
love ^vb++++=love
to ^to+vcmp+++=to
hear ^vbi+vprv+++=hear
what ^wdt+who+whcl++=what
you ^pp2+pp2+++=you
think ^vb+vprv+++=think.
. ^zz++++=EXTRAWORD
Hello ^rb+dspt+++=Hello.
. ^zz++++=EXTRAWORD
Please ^uh++++=Please,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
pleasure ^nn++++=pleasure.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t
understand ^vb+vprv+++=understand.
. ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ll ^nn+++??+=ll
give ^vb++++=give
you ^pp2+pp2+++=you
guys ^nns++++=guys
some ^dti++++=some
space ^nn++++=space.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
me ^pp1o+pp1+++=me
just ^rb+emph+++=just
get ^vb++++=get
this ^dt+dem+++=this
out ^rp+pl+++=out
of ^in++++=of
your ^pp$+pp2+++=your
way ^nn++++=way.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Please ^uh++++=Please,
, ^zz++++=EXTRAWORD
Bernadette ^np+nom++??+=Bernadette.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
me ^pp1o+pp1+++=me
leave ^vb++++=leave
with ^in++++=with
my ^pp$+pp1+++=my
dignity ^nn+nom+++=dignity.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
appreciate ^nn+nom+++=appreciate
the ^ati++++=the
apology ^nn++++=apology,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
s ^zz++++=s
really ^rb+emph+++=really
not ^xnot++not++=not
necessary ^jj++++=necessary.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
overstepped ^vbd+++xvbnx+=overstepped
my ^pp$+pp1+++=my
bounds ^nns++++=bounds.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
that ^dt+dem+++=that
s ^zz++++=s
the ^ati++++=the
case ^nn++++=case,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
there ^rn+pl+++=there
anything ^pn++++=anything
I ^pp1a+pp1+++=I
can ^md+pos+++=can
do ^vb+do+aux++=do
to ^to++++=to
help ^vbi++++=help?
? ^zz++++=EXTRAWORD
Really ^rb+emph+++=Really?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
s ^zz++++=s
okay ^rb+dspt+++=okay
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
listen ^vb++++=listen
with ^in++++=with
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
Can ^md+pos+++=Can
I ^pp1a+pp1+++=I
squirt ^vb++++=squirt
the ^ati++++=the
ultrasound ^nn+++??+=ultrasound
jelly ^nn++++=jelly
on ^in++++=on
your ^pp$+pp2+++=your
stomach ^nn++++=stomach?
? ^zz++++=EXTRAWORD
Are ^vb+ber+vrb++=Are
you ^pp2+pp2+++=you
sure ^jj++++=sure
you ^pp2+pp2+++=you
can ^md+pos+++=can
do ^vb+do+vrb++=do
this ^dt+pdem+++=this?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
buried ^vbd+++xvbnx+=buried
it ^pp3+it+++=it
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
so ^ql++++=so
we ^pp1a+pp1+++=we
could ^md+pos+++=could
go ^vb++++=go
home ^nr++++=home.
. ^zz++++=EXTRAWORD
Wow ^nn++++=Wow.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
guys ^nns++++=guys
made ^vbd+++xvbn+=made
a ^at++++=a
person ^nn++++=person.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
I ^pp1a+pp1+++=I
like ^vb++++=like
to ^to+vcmp+++=to
think ^vbi+vprv+tht0++=think
I ^pp1a+pp1+++=I
helped ^vbd+++xvbnx+=helped.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
wouldn ^nn+++??+=wouldn
t ^zz++++=t
Man ^nn++++=Man-Batman
- ^zz++++=EXTRAWORD
batman ^nn++++=EXTRAWORD
just ^rb+emph+++=just
be ^vb+be+vrb++=be
a ^at++++=a
Batman ^nn++++=Batman
that ^tht+rel+subj++=that
was ^vbd+bedz+aux++=was
bitten ^vpsv++by+xvbnx+=bitten
by ^in++++=by
a ^at++++=a
radioactive ^jj+atrb+++=radioactive
man ^nn++++=man?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
s ^zz++++=s
just ^rb+emph+++=just
Batman ^nn++++=Batman.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
s ^zz++++=s
Claire ^np+++??+=Claire.
. ^zz++++=EXTRAWORD
Got ^vb+++xvbn+=Got
to ^to+vcmp+++=to
run ^vbi++++=run.
. ^zz++++=EXTRAWORD
Uh ^uh++++=Uh,
, ^zz++++=EXTRAWORD
actually ^rb+amp+++=actually
I ^pp1a+pp1+++=I
m ^zz++++=m
seeing ^vwbg+vprv++xvbg+=seeing
both ^abx++++=both
of ^in++++=of
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
actually ^rb+amp+++=actually
dating ^vbg+++xvbg+=dating
two ^cd++++=two
women ^nns++++=women.
. ^zz++++=EXTRAWORD
Later ^rbr+tm+++=Later.
. ^zz++++=EXTRAWORD
Man ^nn++++=Man,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
worn ^vbd+++xvbn+=worn
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
s ^zz++++=s
just ^rb+cnj+++=just,
, ^zz++++=EXTRAWORD
ever ^rb++++=ever
since ^cs+sub+++=since
I ^pp1a+pp1+++=I
started ^vbd+++xvbnx+=started
dating ^vbg+++xvbg+=dating
Claire ^np+++??+=Claire
and ^cc++++=and
Emily ^np+++??+=Emily
at ^in++++=at
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
s ^zz++++=s
exhausting ^vwbg+++xvbg+=exhausting.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
dude ^nn+++??+=dude,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
re ^in++++=re
so ^ql++++=so
lucky ^np++++=lucky.
. ^zz++++=EXTRAWORD
Getting ^vbg+++xvbg+=Getting
to ^to++++=to
stay ^vbi++++=stay
home ^nr++++=home
at ^in++++=at
night ^nn++++=night
with ^in++++=with
the ^ati++++=the
woman ^nn++++=woman
you ^pp2+pp2+++=you
love ^nn++++=love.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
are ^vb+ber+vrb++=are,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
dating ^vbg+++xvbg+=dating
two ^cd++++=two
women ^nns++++=women,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mean ^jj++++=mean,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
t ^zz++++=t
even ^rb++++=even
remember ^nn+nom+++=remember
the ^ati++++=the
last ^jj+atrb+++=last
time ^nn++++=time
I ^pp1a+pp1+++=I
slept ^vbd+++xvbnx+=slept
in ^in++++=in
my ^pp$+pp1+++=my
own ^ap++++=own
apartment ^nn+nom+++=apartment.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wake ^vb++++=wake
up ^rp++++=up
and ^cc++++=and
I ^pp1a+pp1+++=I
m ^zz++++=m
like ^in+strn+++=like,
, ^zz++++=EXTRAWORD
am ^vb+bem+vrb++=am
I ^pp1a+pp1+++=I
at ^in++++=at
Claire ^np+++??+=Claire
s ^zz++++=s
or ^cc++++=or
am ^vb+bem+vrb++=am
I ^pp1a+pp1+++=I
at ^in++++=at
Emily ^np+++??+=Emily
s ^zz++++=s?
? ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
there ^rn+pl+++=there
a ^at++++=a
third ^nn++++=third
girl ^nn++++=girl
I ^pp1a+pp1+++=I
ve ^jj+++??+=ve
forgotten ^jj+++xvbn+=forgotten
about ^in+strn+++=about?
? ^zz++++=EXTRAWORD
Like ^in+strn+++=Like,
, ^zz++++=EXTRAWORD
where ^wrb+who+whq++=where
am ^vb+bem+vrb++=am
I ^pp1a+pp1+++=I?
? ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
s ^zz++++=s
the ^ati++++=the
mommy ^nn+++??+=mommy-to-be?
- ^zz++++=EXTRAWORD
to ^to++++=EXTRAWORD
- ^zz++++=EXTRAWORD
be ^vb+be+vrb++=EXTRAWORD
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
feel ^vb+vprv+tht0++=feel
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ve ^nn+++??+=ve
been ^vprf+ben+aux+xvbn+=been
dating ^vbg+++xvbgx+=dating
multiple ^jj+atrb+++=multiple
women ^nns++++=women.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
sounds ^nns++++=sounds
great ^jj++++=great,
, ^zz++++=EXTRAWORD
a ^at++++=a
bed ^nn++++=bed
to ^in++++=to
yourself ^ppl+pp2+++=yourself.
. ^zz++++=EXTRAWORD
Can ^md+pos+++=Can
t ^zz++++=t
even ^rb++++=even
remember ^nn+nom+++=remember
what ^wdt+who+++=what
that ^dt+dem+++=that
s ^zz++++=s
like ^in+strn+++=like.
. ^zz++++=EXTRAWORD
Totally ^rb+cnj+++=Totally,
, ^zz++++=EXTRAWORD
guys ^nns++++=guys
are ^vb+ber+vrb++=are
the ^ati++++=the
worst ^nn++++=worst.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mean ^jj++++=mean,
, ^zz++++=EXTRAWORD
look ^vb++++=look
at ^rb++++=at
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
let ^vbd+++xvbnx+=let
Emily ^np+++??+=Emily
make ^vb++++=make
me ^pp1o+pp1+++=me
a ^at++++=a
frittata ^nn+++??+=frittata
and ^cc++++=and
I ^pp1a+pp1+++=I
kept ^vbd+++xvbnx+=kept
the ^ati++++=the
leftovers ^nns+nom+++=leftovers
in ^in++++=in
Claire ^np+++??+=Claire
s ^zz++++=s
fridge ^nn+++??+=fridge
that ^tht+rel+++=that
night ^nn++++=night.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
such ^abl++++=such
a ^at++++=a
dog ^nn++++=dog.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
sorry ^uh++++=sorry,
, ^zz++++=EXTRAWORD
have ^vb+hv+aux++=have
I ^pp1a+pp1+++=I
been ^vprf+ben+aux+xvbnx+=been
complaining ^vbg+vpub++xvbgx+=complaining
about ^in++++=about
it ^pp3+it+++=it
too ^ql++++=too
much ^ap++++=much?
? ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
could ^md+pos+++=could
you ^pp2+pp2+++=you
say ^vb+vpub+tht0++=say
that ^tht+vcmp+++=that?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
said ^vbd+vpub+tht0+xvbn+=said
that ^tht+vcmp+++=that.
. ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
But ^cs+sub+++=But
that ^cs"++++=that
s ^zz++++=s
a ^at++++=a
real ^jj+atrb+++=real
problem ^nn++++=problem.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
give ^vb++++=give
a ^at++++=a
girl ^nn++++=girl
another ^dt++++=another
woman ^nn++++=woman
s ^zz++++=s
bra ^nn++++=bra,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
will ^md+prd+++=will
not ^xnot++not++=not
be ^vb+be+aux++=be
having ^vbg+hvg++xvbg+=having
sex ^nn++++=sex
with ^in++++=with
her ^pp$+pp3+++=her
that ^dt+dem+++=that
night ^nn++++=night.
. ^zz++++=EXTRAWORD
Maybe ^rb+hdg+++=Maybe
the ^ati++++=the
other ^ap++++=other
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
I ^pp1a+pp1+++=I
say ^vb+vpub+tht0++=say
something ^pn++++=something
to ^to++++=to
upset ^vbi++++=upset
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
Really ^rb+emph+++=Really?
? ^zz++++=EXTRAWORD
Because ^cs+cos+++=Because
usually ^rb+down+++=usually
we ^pp1a+pp1+++=we
walk ^nn++++=walk
side ^nn++++=side
by ^in++++=by
side ^nn++++=side,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
just ^rb+emph+++=just
went ^vbd+++xvbn+=went
up ^rp++++=up
two ^cd++++=two
flights ^nns++++=flights
of ^in++++=of
stairs ^nns++++=stairs
staring ^vwbg+++xvbg+=staring
at ^rb++++=at
your ^pp$+pp2+++=your
bottom ^nn++++=bottom.
. ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
see ^vb+vprv+++=see
what ^wdt+who+whcl++=what
s ^zz++++=s
happening ^vwbg+++xvbg+=happening
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
re ^in++++=re
jealous ^nn++++=jealous
of ^in++++=of
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
s ^zz++++=s
not ^xnot++not++=not
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
s ^zz++++=s
how ^wrb+who+++=how
many ^ap++++=many
people ^nns++++=people
I ^pp1a+pp1+++=I
m ^zz++++=m
having ^vwbg+hvg++xvbg+=having
it ^pp3+it+++=it
with ^in+strn+++=with.
. ^zz++++=EXTRAWORD
Fine ^jj++++=Fine,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t
want ^vb++++=want
to ^to+vcmp+++=to
watch ^vbi++++=watch
with ^in++++=with
you ^pp2+pp2+++=you
either ^dtx++++=either.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ll ^nn+++??+=ll
go ^vb++++=go
over ^in++++=over
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
you ^pp2+pp2+++=you
go ^vb++++=go
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
Wait ^vb++++=Wait,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
Amy ^np+++??+=Amy
make ^vb++++=make
her ^pp$+pp3+++=her
spinach ^nn+++??+=spinach
dip ^nn++++=dip?
? ^zz++++=EXTRAWORD
Says ^vbz+vpub+tht0++=Says
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
talking ^vbg+++xvbgx+=talking
too ^ql++++=too
much ^ap++++=much
about ^in++++=about
dating ^xvbg+++xvbg+=dating
Claire ^np+++??+=Claire
and ^cc++++=and
Emily ^np+++??+=Emily,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
accused ^vbd+++xvbnx+=accused
him ^pp3o+pp3+++=him
of ^in++++=of
being ^xvbg+++xvbg+=being
jealous ^jj++++=jealous.
. ^zz++++=EXTRAWORD
All ^abn++++=All
right ^jj++++=right,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
s ^zz++++=s
almost ^rb+hdg+++=almost
game ^jj+atrb+++=game
time ^nn++++=time.
. ^zz++++=EXTRAWORD
Get ^vb++++=Get
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
Game ^nn++++=Game
of ^in++++=of
Thrones ^np+++??+=Thrones,
, ^zz++++=EXTRAWORD
game ^nn++++=game
time ^nn++++=time?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
think ^vb+vprv+++=think
about ^in++++=about
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
tonight ^nr+tm+++=tonight
was ^vbd+bedz+vrb++=was
kind ^rb+hdg+++=kind
of ^rb"+hdg"+++=of
like ^in++++=like
a ^at++++=a
real ^jj++++=real-life
- ^zz++++=EXTRAWORD
life ^nn++++=EXTRAWORD
Game ^nn++++=Game
of ^in++++=of
Thrones ^np+++??+=Thrones.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
Howard ^np++++=Howard
eating ^vwbg+++xvbg+=eating
that ^dt+dem+++=that
pistachio ^nn+++??+=pistachio
was ^vbd+bedz+vrb++=was
like ^in++++=like
when ^wrb+who+++=when
King ^npt++++=King
Joffrey ^np+++??+=Joffrey
got ^vbd+++xvbn+=got
poisoned ^vprf+++xvbn+=poisoned.
. ^zz++++=EXTRAWORD
Okay ^rb+dspt+++=Okay.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
you ^pp2+pp2+++=you
using ^jj+++xvbg+=using
Sheldon ^np++++=Sheldon
to ^to++++=to
do ^vbi++++=do
your ^pp$+pp2+++=your
dirty ^jj+atrb+++=dirty
work ^nn++++=work
is ^vbz+bez+vrb++=is
like ^in++++=like
when ^wrb+who+++=when
Cersei ^np+++??+=Cersei
used ^vwbn+++xvbn+=used
the ^ati++++=the
King ^npt++++=King
s ^zz++++=s
Guard ^vb++++=Guard
to ^to++++=to
do ^vbi++++=do
her ^pp$+pp3+++=her
bidding ^nvbg+++xvbg+=bidding.
. ^zz++++=EXTRAWORD
Okay ^rb+dspt+++=Okay.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
about ^in++++=about
this ^dt+pdem+++=this?
? ^zz++++=EXTRAWORD
Stuart ^np++++=Stuart
s ^zz++++=s
dressed ^vbd+++xvbn+=dressed
like ^in++++=like
a ^at++++=a
brother ^nn++++=brother
of ^in++++=of
the ^ati++++=the
Night ^nn++++=Night
s ^zz++++=s
Watch ^vb++++=Watch,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
don ^npt++++=don
t ^zz++++=t
have ^vb+hv+vrb++=have
sex ^nn++++=sex.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
Jon ^np+++??+=Jon
Snow ^np++++=Snow.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
come ^vprf+++xvbn+=come
your ^pp$+pp2+++=your
horse ^nn++++=horse
has ^vbz+hvz+vrb++=has
a ^at++++=a
basket ^nn++++=basket
on ^in++++=on
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
love ^vb++++=love
to ^to+vcmp+++=to.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
enjoy ^vb++++=enjoy
the ^ati++++=the
complexity ^nn+nom+++=complexity
of ^in++++=of
an ^at++++=an
aged ^jj+atrb+++=aged
Pinot ^np+++??+=Pinot
noir ^&fw++++=noir.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
it ^pp3+it+++=it
d ^zz++++=d
be ^vb+be+vrb++=be
okay ^rb+dspt+++=okay
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
brought ^vbd+++xvbnx+=brought
Claire ^np+++??+=Claire
to ^in++++=to
the ^ati++++=the
wine ^nn++++=wine
tasting ^vwbg+++xvbg+=tasting?
? ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
s ^zz++++=s
great ^jj++++=great.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ve ^nn+++??+=ve
been ^vprf+ben+aux+xvbn+=been
wanting ^vbg+++xvbgx+=wanting
her ^pp3o+pp3+++=her
to ^to++++=to
meet ^vbi++++=meet
you ^pp2+pp2+++=you
guys ^nns++++=guys,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
so ^ql++++=so
this ^dt+pdem+++=this
seems ^vbz+seem+++=seems
like ^in++++=like
the ^ati++++=the
perfect ^jj+atrb+++=perfect
opportunity ^nn+nom+++=opportunity.
. ^zz++++=EXTRAWORD
Funny ^jj++++=Funny
how ^wrb+who+++=how
that ^cs+sub+++=that
worked ^vprf+++xvbn+=worked
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
still ^rb++++=still
dating ^vbg+++xvbg+=dating
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
we ^pp1a+pp1+++=we
re ^in++++=re
not ^xnot++not++=not
exclusive ^jj++++=exclusive,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
just ^rb+emph+++=just
don ^npt++++=don
t ^zz++++=t
ask ^vb++++=ask
too ^rb++++=too
many ^ap++++=many
questions ^nns+nom+++=questions.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
s ^zz++++=s,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
s ^zz++++=s
beautiful ^jj++++=beautiful.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
Claire ^np+++??+=Claire.
. ^zz++++=EXTRAWORD
Hi ^uh++++=Hi,
, ^zz++++=EXTRAWORD
yeah ^uh++++=yeah.
. ^zz++++=EXTRAWORD
Um ^uh++++=Um,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
wondering ^vbg+++xvbgx+=wondering,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
re ^in++++=re
free ^jj+atrb+++=free
Saturday ^nr++++=Saturday
night ^nn++++=night,
, ^zz++++=EXTRAWORD
all ^abn++++=all
my ^pp$+pp1+++=my
friends ^nns++++=friends
are ^vb+ber+aux++=are
going ^vbg+++xvbgx+=going
to ^in++++=to
a ^at++++=a
wine ^nn++++=wine
tasting ^vwbg+++xvbg+=tasting.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
would ^md+prd+++=would
it ^pp3+it+++=it
be ^vb+be+vrb++=be
too ^ql++++=too
big ^jj++++=big
a ^at++++=a
step ^nn++++=step?
? ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
to ^to++++=to
worry ^vbi+vprv+++=worry
about ^in+strn+++=about.
. ^zz++++=EXTRAWORD
People ^nns++++=People
meet ^vb++++=meet
people ^nns++++=people
all ^abn++++=all
the ^ati++++=the
time ^nn++++=time,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
isn ^nn+++??+=isn
t ^zz++++=t
weird ^jj++++=weird.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
met ^vbd+++xvbnx+=met
Bon ^np+++??+=Bon
Jovi ^np+++??+=Jovi
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
you ^pp2+pp2+++=you
d ^zz++++=d
think ^vb+vprv+++=think
might ^md+pos+++=might
be ^vb+be+vrb++=be
weird ^jj+pred+++=weird.
. ^zz++++=EXTRAWORD
Turns ^vbz++++=Turns
out ^rb+cnj+++=out,
, ^zz++++=EXTRAWORD
total ^jj+atrb+++=total
sweetheart ^nn++++=sweetheart.
. ^zz++++=EXTRAWORD
Boy ^nn++++=Boy,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
wasn ^nn+++??+=wasn
t ^zz++++=t
this ^dt+dem+++=this
hard ^jj++++=hard
with ^in++++=with
Bon ^np+++??+=Bon
Jovi ^np+++??+=Jovi.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub+tht0+xvbnx+=said
you ^pp2+pp2+++=you
rock ^nn++++=rock,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
thanks ^rb+dspt+++=thanks,
, ^zz++++=EXTRAWORD
man ^nn++++=man,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
s ^zz++++=s
meeting ^vwbg+++xvbg+=meeting
us ^pp1o+pp1+++=us
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
guys ^nns++++=guys,
, ^zz++++=EXTRAWORD
do ^vb+do+vrb++=do
me ^pp1o+pp1+++=me
a ^at++++=a
favour ^nn++++=favour
and ^cc++++=and
don ^npt++++=don
t ^zz++++=t
ask ^vb++++=ask
too ^rb++++=too
many ^ap++++=many
questions ^nns+nom+++=questions
about ^in++++=about
the ^ati++++=the
